year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO,winning_age
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",2-Jan,Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,CHN,76.0
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",4-Jan,Individual,George E. Smith,1930-05-10,"White Plains, NY",United States of America,United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,USA,79.0
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",4-Jan,Individual,Willard S. Boyle,1924-08-19,"Amherst, NS",Canada,Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,CAN,85.0
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",3-Jan,Individual,Akira Suzuki,1930-09-12,Mukawa,Japan,Japan,Male,Hokkaido University,Sapporo,Japan,JPN,80.0
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",3-Jan,Individual,Ei-ichi Negishi,1935-07-14,Changchun,China,China,Male,Purdue University,"West Lafayette, IN",United States of America,CHN,75.0
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",3-Jan,Individual,Richard F. Heck,1931-08-15,"Springfield, MA",United States of America,United States of America,Male,University of Delaware,,United States of America,USA,79.0
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,Individual,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,CYP,62.0
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,Individual,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,United States of America,Male,Northwestern University,"Evanston, IL",United States of America,USA,71.0
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,Individual,Peter A. Diamond,1940-04-29,"New York, NY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,70.0
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",1-Jan,Individual,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Peru,Male,,,,PER,74.0
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",1-Jan,Individual,Robert G. Edwards,1925-09-27,Batley,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR,85.0
2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",1-Jan,Individual,Liu Xiaobo,1955-12-28,,China,China,Male,,,,CHN,55.0
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2-Jan,Individual,Andre Geim,1958-10-21,Sochi,Russia,Russia,Male,University of Manchester,Manchester,United Kingdom,RUS,52.0
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2-Jan,Individual,Konstantin Novoselov,1974-08-23,Nizhny Tagil,Russia,Russia,Male,University of Manchester,Manchester,United Kingdom,RUS,36.0
2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",1-Jan,Individual,Dan Shechtman,1941-01-24,Tel Aviv,British Mandate of Palestine (Israel),Israel,Male,Technion - Israel Institute of Technology,Haifa,Israel,ISR,70.0
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",2-Jan,Individual,Christopher A. Sims,1942-10-21,"Washington, DC",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA,69.0
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",2-Jan,Individual,Thomas J. Sargent,1943-07-19,"Pasadena, CA",United States of America,United States of America,Male,New York University,"New York, NY",United States of America,USA,68.0
2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",1-Jan,Individual,Tomas Tranströmer,1931-04-15,Stockholm,Sweden,Sweden,Male,,,,SWE,80.0
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,Individual,Bruce A. Beutler,1957-12-29,"Chicago, IL",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA,54.0
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,Individual,Jules A. Hoffmann,1941-08-02,Echternach,Luxembourg,Luxembourg,Male,University of Strasbourg,Strasbourg,France,LUX,70.0
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",2-Jan,Individual,Ralph M. Steinman,1943-01-14,Montreal,Canada,Canada,Male,Rockefeller University,"New York, NY",United States of America,CAN,68.0
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",3-Jan,Individual,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Liberia,Female,,,,LBR,73.0
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",3-Jan,Individual,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Liberia,Female,,,,LBR,39.0
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",3-Jan,Individual,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Yemen,Female,,,,YEM,32.0
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,Individual,Adam G. Riess,1969-12-16,"Washington, DC",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,USA,42.0
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,Individual,Brian P. Schmidt,1967-02-24,"Missoula, MT",United States of America,United States of America,Male,Australian National University,Weston Creek,Australia,USA,44.0
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2-Jan,Individual,Saul Perlmutter,1959-09-22,"Champaign-Urbana, IL",United States of America,United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,USA,52.0
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,Individual,Brian K. Kobilka,1955-05-30,"Little Falls, MN",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA,57.0
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,Individual,Robert J. Lefkowitz,1943-04-15,"New York, NY",United States of America,United States of America,Male,Howard Hughes Medical Institute,Chevy Chase,United States of America,USA,69.0
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,Individual,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,61.0
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,Individual,Lloyd S. Shapley,1923-06-02,"Cambridge, MA",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA,89.0
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",1-Jan,Individual,Mo Yan,1955-02-02,Gaomi,China,China,Male,,,,CHN,57.0
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Japan,Male,Kyoto University,Kyoto,Japan,JPN,50.0
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,Individual,Sir John B. Gurdon,1933-10-02,Dippenhall,United Kingdom,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,GBR,79.0
2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",1-Jan,Organization,European Union (EU),,,,,,,,,,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,Individual,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,USA,68.0
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Morocco,Male,Collège de France,Paris,France,MAR,68.0
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,Individual,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Israel,Male,University of Southern California,"Los Angeles, CA",United States of America,ISR,73.0
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,Individual,Martin Karplus,1930-03-15,Vienna,Austria,Austria,Male,Université de Strasbourg,Strasbourg,France,AUT,83.0
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,Individual,Michael Levitt,1947-05-09,Pretoria,South Africa,South Africa,Male,Stanford University,"Stanford, CA",United States of America,ZAF,66.0
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,Individual,Eugene F. Fama,1939-02-14,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,74.0
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,Individual,Lars Peter Hansen,1952-10-26,"Urbana, IL",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,61.0
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,Individual,Robert J. Shiller,1946-03-29,"Detroit, MI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA,67.0
2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",1-Jan,Individual,Alice Munro,1931-07-10,Wingham,Canada,Canada,Female,,,,CAN,82.0
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,Individual,James E. Rothman,1950-11-03,"Haverhill, MA",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA,63.0
